model,features,signal_horizon,pnl_horizon,threshold,allow_short,Total Return,Annualized,Ann Vol,Sharpe,Sortino,Max Drawdown,Hit Rate,Days,Trades,Avg Hold (d),Med Hold (d),Max Hold (d),Avg Flat (d),Avg Exposure,Turnover/yr,Score
Tree,fin-only,1,17,0.0,True,1.7660970362377553,0.14422961292004022,0.18921273910841693,0.807008672077395,0.9912484297395114,-0.28584915783718556,0.5242105263157895,1903,106,16.952830188679247,17.0,17,1.0,0.9442984760903836,27.94114555964267,2.0833642650036173
Tree,fin-only,1,18,0.0,True,1.7278627703735707,0.14212254253899026,0.1892261747431675,0.7971735186410467,1.0058038550673012,-0.2991102291918436,0.5157894736842106,1903,101,17.84158415841584,18.0,18,1.0,0.9469259064634787,26.616920651602733,1.9478950209899937
Tree,fin-only,1,19,0.0,True,1.2867254588811123,0.1157528791176885,0.18773570728877834,0.6773223639109945,0.8699561512057781,-0.326481652376444,0.5205263157894737,1903,96,18.822916666666668,19.0,19,1.0,0.9495533368365738,25.292695743562795,1.3289684782482931
Tree,fin-only,1,20,0.0,True,0.8927970115768564,0.08816513619964472,0.19071402342778637,0.5387023931739455,0.6575145647542556,-0.4542922236694005,0.521578947368421,1903,91,19.912087912087912,20.0,20,1.0,0.9521807672096689,23.968470835522858,0.6626817203078481
Tree,fin-only,1,1,0.0005,False,-0.140488485432548,-0.01984796432865288,0.08534654569530975,-0.19125563593713918,-0.05186694509728255,-0.35456636394412955,0.2403846153846154,1903,52,1.0,1.0,1,34.924528301886795,0.027325275880189175,13.771939043615344,-0.13360747692164024
Tree,fin-only,1,2,0.0005,False,0.13625416140740643,0.01705912854220859,0.09047103812708032,0.2321730798357225,0.07860844405840157,-0.15482527406417257,0.3157894736842105,1903,38,2.0,2.0,2,46.84615384615385,0.039936941671045716,10.064109301103521,0.2967532497797099
Tree,fin-only,1,3,0.0005,False,0.0909122154269899,0.01158928390662295,0.09834721739664982,0.16639379026932882,0.057507258209152014,-0.1949180312271166,0.3671875,1903,32,3.0,3.0,3,54.75757575757576,0.05044666316342617,8.475039411455597,0.157274310893595
Tree,fin-only,1,4,0.0005,False,-0.03420223307182679,-0.004597808528123748,0.11153512535706968,0.014845919199205049,0.005050126450111023,-0.2827945937773485,0.39285714285714285,1903,28,4.0,4.0,4,61.758620689655174,0.058854440357330534,7.415659485023647,-0.04078222584728836
Tree,fin-only,1,5,0.0005,False,0.019870387399921086,0.0026088823061909405,0.10598707906013573,0.07762060678561347,0.02769013815750751,-0.2190963624269856,0.4305555555555556,1903,24,5.0,5.0,5,71.32,0.0630583289542827,6.356279558591697,0.03058149645677609
Tree,fin-only,1,6,0.0005,False,-0.04725428704081058,-0.006389705598380924,0.11898848904075816,0.005974696273739253,0.002112409130515259,-0.28487820983844303,0.41496598639455784,1903,21,6.0,6.0,6,80.77272727272727,0.06621124540199684,5.561744613767735,-0.05593318491855774
Tree,fin-only,1,7,0.0005,False,-0.055720725871947874,-0.007563472319422004,0.11408884535484298,-0.008892773825547689,-0.0030884314192836846,-0.2324573546117138,0.4407894736842105,1903,19,7.0,7.0,7,88.5,0.06988964792433,5.0320546505517605,-0.08082785246956442
Tree,fin-only,1,8,0.0005,False,0.0605416836216619,0.00781413977996226,0.11980934617840033,0.12491436159721468,0.04969036322541405,-0.19215864907992697,0.4444444444444444,1903,19,8.0,8.0,8,87.55,0.07987388334209143,5.0320546505517605,0.1062385472367318
Tree,fin-only,1,9,0.0005,False,-0.0036011829245721216,-0.00047762424272890236,0.12002781335482847,0.05633751629674386,0.02111358701661741,-0.2836206079816799,0.4588235294117647,1903,17,9.0,9.0,9,97.22222222222223,0.08039936941671046,4.502364687335786,-0.00428149030074767
Tree,fin-only,1,10,0.0005,False,-0.04700220275266209,-0.006354896179846525,0.12152268475799227,0.00857462270127378,0.0032946894447833165,-0.24655181189637354,0.4602272727272727,1903,16,10.0,10.0,10,102.52941176470588,0.08407777193904362,4.237519705727799,-0.06428321352129872
Tree,fin-only,1,11,0.0005,False,0.21264266553109978,0.02586003669485648,0.12030556873419229,0.27226458547306615,0.11468766977539228,-0.20744384950399664,0.4895833333333333,1903,16,11.0,11.0,11,101.58823529411765,0.09248554913294797,4.237519705727799,0.34565067601922517
Tree,fin-only,1,12,0.0005,False,0.01304085774953534,0.0017172123886171065,0.12380446928034887,0.07619438057217079,0.030059137242366526,-0.33972633805294117,0.48717948717948717,1903,15,12.0,12.0,12,107.6875,0.09458749343142407,3.972674724119811,0.012943880825801774
Tree,fin-only,1,13,0.0005,False,0.35682498919648276,0.0412359065186767,0.12218107412526824,0.3914696701114967,0.18536351382847355,-0.2172443881878251,0.49047619047619045,1903,15,13.0,13.0,13,106.75,0.1024697845507094,3.972674724119811,0.5538526788228313
Tree,fin-only,1,14,0.0005,False,0.07857464659316471,0.010066822829307487,0.13090516804912097,0.14208240619330217,0.0642142771817271,-0.3274067643592933,0.4888888888888889,1903,15,14.0,14.0,14,105.8125,0.11035207566999475,3.972674724119811,0.08092493410471921
Tree,fin-only,1,15,0.0005,False,0.11662683920246852,0.014715057414374622,0.13057166295068282,0.17717598874112875,0.08150292564658397,-0.25288404358224914,0.48660714285714285,1903,14,15.0,15.0,15,112.86666666666666,0.11035207566999475,3.7078297425118234,0.15551226412702324
Tree,fin-only,1,16,0.0005,False,0.1612325246436923,0.01999198944114644,0.1321203667451196,0.21591754096225357,0.10143038843664781,-0.2540845522625931,0.49159663865546216,1903,14,16.0,16.0,16,111.93333333333334,0.11770888071466107,3.7078297425118234,0.21397446962326475
Tree,fin-only,1,17,0.0005,False,0.13129314656272273,0.016469977030910687,0.13516372858252892,0.18850497462750804,0.09108350197940095,-0.2581806433933509,0.49603174603174605,1903,14,17.0,17.0,17,111.0,0.1250656857593274,3.7078297425118234,0.17147702646901944
Tree,fin-only,1,18,0.0005,False,0.023609530669121526,0.00309487612853232,0.12472452206509903,0.08762264505467163,0.03642151410506353,-0.29214114036836114,0.5175438596491229,1903,12,18.0,18.0,18,129.76923076923077,0.11350499211770888,3.1781397792958486,0.02725098468360045
Tree,fin-only,1,19,0.0005,False,0.05518193470272337,0.007138192300674584,0.1259802886142512,0.11993216651920001,0.051176168437802996,-0.31447949789124197,0.5208333333333334,1903,12,19.0,19.0,19,128.84615384615384,0.11981082501313715,3.1781397792958486,0.05916871690056372
